7183.T,マザーズ,あんしん保証(株),1800,557
3250.T,東証1部,(株)エー・ディー・ワークス,200,45
2060.T,東証1部,フィード・ワン(株),100,149
2151.T,東証1部,(株)タケエイ,100,922
6357.T,東証2部,三精テクノロジーズ(株),100,868
3941.T,東証1部,レンゴー(株),300,621
8508.T,東証2部,Ｊトラスト(株),100,899
3784.T,東証2部,(株)ヴィンクス,100,986
